,id,lon,lat,ID_TRCs,nodes,bearings,incident_segs,bearings_r,cc_ordered_segs,geometry
0,203,-73.85918456051121,45.44674522009327,"1617867,1617855,1617854",1313,"51.3,231.2,299.5","226,235,236","51.3,231.2,299.5","   incid_seg_id_  bearing  bearing_r dual           name
0            226     51.3       51.3  NOT         Beacon
1            235    231.2      231.2  NOT         Beacon
2            236    299.5      299.5  NOT  Mountain View",POINT (-73.85918456051121 45.44674522009327)
0,204,-73.8598537021284,45.444239032997025,"1617866,1617865,1617902",1314,"82.3,359.6,179.5","227,228,265","82.3,359.6,179.5","   incid_seg_id_  bearing  bearing_r dual    name
0            227     82.3       82.3  NOT  Harold
1            228    359.6      359.6  NOT  Beacon
2            265    179.5      179.5  NOT  Beacon",POINT (-73.8598537021284 45.444239032997025)
0,205,-73.85963103914408,45.446234629708094,"1617861,1617858,1617856,1617855",1351,"211.1,290.0,110.1,31.1","230,233,234,235","211.1,290.0,110.1,31.1","   incid_seg_id_  bearing  bearing_r dual        name
0            230    211.1      211.1  NOT      Beacon
1            233    290.0      290.0  NOT  Terra-Nova
2            234    110.1      110.1  NOT      Beacon
3            235     31.1       31.1  NOT      Beacon",POINT (-73.85963103914408 45.446234629708094)
0,206,-73.86089773486324,45.44572135897859,"1617860,1617859,1617858",1366,"192.4,277.1,11.9","231,232,233","192.4,277.1,11.9","   incid_seg_id_  bearing  bearing_r dual        name
0            231    192.4      192.4  NOT  Terra-Nova
1            232    277.1      277.1  NOT    Cavalier
2            233     11.9       11.9  NOT  Terra-Nova",POINT (-73.86089773486324 45.44572135897859)
0,207,-73.86096702997253,45.4449472822229,"1617860,1617844,1617893",1374,"354.4,262.6,82.7","231,252,273","354.4,262.6,82.7","   incid_seg_id_  bearing  bearing_r dual        name
0            231    354.4      354.4  NOT  Terra-Nova
1            252    262.6      262.6  NOT    Kirkland
2            273     82.7       82.7  NOT    Kirkland",POINT (-73.86096702997253 45.4449472822229)
0,208,-73.86286485181282,45.4447134044205,"1617859,1617844,1617843",1375,"345.9,83.4,263.2","232,252,253","345.9,83.4,263.2","   incid_seg_id_  bearing  bearing_r dual      name
0            232    345.9      345.9  NOT  Cavalier
1            252     83.4       83.4  NOT  Kirkland
2            253    263.2      263.2  NOT  Kirkland",POINT (-73.86286485181282 45.4447134044205)
0,209,-73.85913589336288,45.44266495795064,"1617914,1617897,1617896",1458,"165.2,262.2,82.4","241,269,270","165.2,262.2,82.4","   incid_seg_id_  bearing  bearing_r dual      name
0            241    165.2      165.2  NOT  Kirkland
1            269    262.2      262.2  NOT  Kirkland
2            270     82.4       82.4  NOT  Kirkland",POINT (-73.85913589336288 45.44266495795064)
0,210,-73.85733831361857,45.44158301836897,"1617913,1617912,1617911",1497,"155.9,336.0,80.3","242,243,244","155.9,336.0,80.3","   incid_seg_id_  bearing  bearing_r dual         name
0            242    155.9      155.9  NOT     Flamingo
1            243    336.0      336.0  NOT     Flamingo
2            244     80.3       80.3  NOT  Nightingale",POINT (-73.85733831361857 45.44158301836897)
0,211,-73.85766161153707,45.44213888928058,"1617912,1617909,1617892",1503,"132.7,62.3,242.4","243,246,274","132.7,62.3,242.4","   incid_seg_id_  bearing  bearing_r dual      name
0            243    132.7      132.7  NOT  Flamingo
1            246     62.3       62.3  NOT   Taywood
2            274    242.4      242.4  NOT   Taywood",POINT (-73.85766161153707 45.44213888928058)
0,212,-73.85246653082963,45.443795807992856,"1617908,1617904,1617903",1517,"151.0,256.8,77.0","247,250,264","151.0,256.8,77.0","   incid_seg_id_  bearing  bearing_r dual       name
0            247    151.0      151.0  NOT      Éliot
1            250    256.8      256.8  NOT  Thackeray
2            264     77.0       77.0  NOT    Taywood",POINT (-73.85246653082963 45.443795807992856)
